text,labels
Why do you think all of a sudden Gates stepped down from Microsoft and Buffett enterprises last week? https://t.co/jGLqW5SqLA,1
"I feel like the real sleeping giant of the internet right now is the 5G warfare movement. 

They are REALLY revved up about the coronavirus. https://t.co/7b1gIp8Rq9",0
Head of #MissionCanada2019 the Honourable Lloyd Axworthy and Deputy Head Olya Odynska-Grod met with the management and alumni of Ukrainian Catholic University in Lviv. Political participation and civic engagement of youth is essential in the democratic process https://t.co/xcFonayqXK,0
"#BREAKING The World Health Organisation says New Zealand has a second case of corona virus.  

The Ministry of Health is holding a press conference shortly.",0
"""Of course it is [a pandemic]. We're there. It doesn't matter what kind of terminology you use.... We can either use pandemic as a word that makes us all quake with fear or we can use it as a rallying cry to say, 'This is what we're going to do to fight it.' ""@CIDRAP @mtosterholm",0
Nova Scotia Health Minister Randy Delorey says provincial health officials are prepared for any possible outbreak of the COVID-19 virus. https://t.co/ffTrAwidfR,0
"Leading children's hospital in Britain, Great Ormond Street, cancels surgery on kids with serious heart problems after a health professional working there is diagnosed with #coronavirus https://t.co/6IS5QK6Z0B",0
"Bangladesh has a population of 164 million, with refugee camps that are 4 times as dense as New York City. The virus (10 times more deadly than the flu!) arrived in early March. 

Absolutely no lockdown measures until 3 days ago. 

There are just 5 deaths.",1
"Shine Distillery in N. Portland is now bottling hand sanitizer to give to customers. The owner said they already used the concoction to clean around the place anyway! It’s made from a byproduct of the alcohol they bottle. 80% alcohol, xanthan gum, and a little water. https://t.co/OnGuBIs0WM",0
"@SenBobCorker @SenJohnMcCain @SenSasse @JeffFlake @MikeBloomberg @alzassociation @RepAdamSchiff @MarkWarner @johndgartner ‘Trump, America’s boy king: golf and television won’t make America great again’

“using publicly available logs to conclude Trump’s schedule was awfully light…Trump either is hiding a lot of POTUS business from the public, or he is not doing much at all”

https://t.co/0qsGRzgQgI",0
"@Des_Dant @arunkumarsahu @jewitt76 @Drelmoatiku @DrTedros @MarinSanna @WHO Make no mistake, #WHO didn’t announce h2h transmission until Jan. 28. To me, the way #WHO expert said is that there is no h2h outside China and this virus doesn’t h2h outside China. Seriously, what kind of virus will choose who they want to h2h transmit based on nationality? https://t.co/0uVeW5g8fT",1
"The only thing some Chinese plants are manufacturing is false data, a @Caixin investigation has found. https://t.co/I4wYJlQ2o0",0
"Based on social media debate, we will shortly have a World War 3: One warring camp comprises of those who believe that 5G causes COVID19 and the other camp doesn't believe this perspective🤭 @bonidulani @stevesharra @Onemwala @BlessingsChins3",1
"Beijing took actions, such as pressuring countries to keep borders open, that inevitably led to the fast spread of #COVID19. Why is the world not angry at #China? #CoronaOutbreak @WeTheBrandon https://t.co/MaIkP0JFdj",0
"The UK government can now legally access your phone location data to see who you might have spread coronavirus to.

I'm 100% confident these powers will not be abused after the pandemic ends.

🤔",1
"Stop the plan to kill Africans with your corona vacines.
The 5g radiation unfer the ground that kills. Why banning prayers houses? Bill Gate and his satanic group want to kill people in every means possible.  He is AntiChrist. Reject them. https://t.co/WOczptUoj4",1
"Lazy weekend? #MWC2020 is on ice, but what's new in mobiles, foldables and 5G from Huawei, LG, Oppo, Realme and others? What effect will COVID-19 have on the tech world in 2020? Guests @Ausdroid's @JM77 and @PickrAU's @Leighlo 

https://t.co/j0Cm6PveDb https://t.co/5sbq4F0kiN",0
@RPCovit @HitNRun80373739 @HEAVENSARMY4 @DuriavigRobert @Lauramo92212760 @AdamHenderly @Standingfreedo1 @GregoryJHall1 @Michaelcraddo16 @JSonet1 @LynnStueber @us_poll @MISTERLAV1 @NeecieH6111 @dianne1h @Fairbanks357 @RedDragonFly19 @liltilgerlil @Lynnielee5 @Canadiancovfefe @AnonymousAda @Sandy_Beach3001 @Rebashoenfelt1 @robin_ked @Kintu3 @Culexpip @DavidHu86480982 @GorgeousGordon5 @RazorBuckeye @DBstoopid @hollylandes @CraigARuch @pina_insurance @tyedyetweety @ROYALMRBADNEWS @JSWDH1 @isawthat9 @CanadaPatriotBC @MatthewStover7 @blacktulip966 @Reprobate24 @Drevmar @MichaelQDelane1 @LiberalsSmell1 @UghToHillary @StarEHope @TribeEphraim @TammyRedmond @45HarisonHarold @tanksmom2000 AL-BAGHDADI was a ruthless murderer. He is no longer a ruthless murderer. He blew himself to pieces. He also killed his children and attempted to take out great AMERICAN SOLDIERS. He whimpered and cried like THE COWARD HE WAS ALL ALONG. It is a GREAT DAY FOR THE WORLD.,0
"😂😂😂🤣🤣🤣Mane kthiwa kuyagezwa ke...inyani yinyani sanusMisleader apha or should I say sanuzama usbulala. When we said 5G is harmful you, you went like ' there's no scientific proof or an expert who has come up with evidence linking to that'.Ndlozi said it all for COVID19 so🤐 https://t.co/CEFYZfONS1",1
Dem Governor Who Banned Hydroxychloroquine Gets Caught Hoarding It | NewsRadio 740 KTRH | The Pursuit of Happiness https://t.co/SLrAdx6ie0,1
Boris Johnson has cancelled his planned trip to the White House after Trump slammed the phone down on him in a moment of 'apoplectic' fury https://t.co/U9kAqJSUXf. Rt Hon Boris Johnson is wise to cancel his visit to President Donald Trump as he tried to bully Boris. Keep away!,0
"“I think … to take the short-term gain by 5G offered by Huawei is really a dereliction of duty… 5G under Huawei comes at a huge cost – not just in terms of financial cost but the cost of freedom, liberty, free speech, privacy – those values that unite us.""—@RepStephenLynch https://t.co/RHszDMOuHc",0
"And here we go, as expected, RT (Russia Today) quick pickup on COVID19, big tech surveillance fears. Americans can you trust your American tech? Brought to you by Russia where you definitely can’t trust you have privacy on your technology (but never mind that) https://t.co/y4o2meBeQQ",1
"The rabbit hole with Trump is so insane.  People tend to ignore the facts bec the possible implications are just too mind blowing. The Simpsons literally mirrored him coming down the escalator, waving the EXACT SAME way in 2000.  Then it happened in 2015.  Watch him wave... https://t.co/qCsIZvPlpq",1
@tferriss Lots of air pollution and tech pollution from mobile phone towers in Wuhan I think. Chicago a little better although 5g is starting to come so not for long,0
"@mattlawo @ejikechris19 @EmmaAdumike @OjTush @dino_melaye Residents of Australia have filed assault charges against phone companies—and WON.
 They have suspend 5G there......
It’s still dosen’t ring any bell to you?",1
GLADIO BIOTERROR: ‘Biological Attack’ Against China Planned by NATO Decades Ago — UK Military Officer &amp; Whistleblower – The Millennium Report   5G https://t.co/4QB4KoeGXS,1
"Things I love (not love); Conspiracy theory intersectionality, like the 5G origins of Coronavirus,",0
"@BBCPolitics Letting #ccp back #huawei into your nextgen #5g infrastructure is like saying “Hello, come on in” over to a #chinese #wuhan traveller with the #coronavirus. #FoodForThought",0
"From ⁦@Telegraph⁩. Perhaps @SecPompeo can explain to ⁦@BorisJohnson⁩ that once U.K. 5G is infected by Huawei it will have to be quarantined from “Five Eyes.” As ⁦@robertcobrien⁩ said on show this AM, “old school.” https://t.co/9yQhW0j1VA https://t.co/1d4eq11egC",0
"@elay55 @YorubaAngel Maybe he’s trying to defect. 
Since Coronavirus is a disease that his prayers can’t cure. 
But 5G is man made imperfections that comes with hazard issues that kills. Blame governments. 
They created this mess. 🤔",1
".@RalphNortham and the #Maoist #Democrats are trying to use #Virginia as stage one to disarm #America. #MaoZedong #DemocratsTheEnemyWithin #2AShallNotBeInfringed #EnemyWithin #Communism   

#2A Popularity Explodes As More #Americans Realize Its True Intent https://t.co/aTPtAsRyL9",0
"Pandemic"" is being exploited by the Zionists to create a NWO, by destroying the existing world as we know it since WW2. 
But where does the 5G Networks fit into this global game? Why are 5G towers being erected feverishly during Lock down? https://t.co/O3MPpKjok6",1
"Italians adjust to life under lockdown, waiting in long lines outside markets, as the Italian prime minister warns strict restrictions on movement could be tightened further. The country announced more than 2,300 new cases of COVID-19 yesterday. https://t.co/8HMD4QyEDT https://t.co/kcUXqZW8CU",0
"What does 5g Network have to do with any of this? In my opinion there is NOT a corona virus thing going around, i mean its been around for a long time and now they’re barely making it known? I think this is just a coverup for shit the government is trying to do behind our backs. https://t.co/e1bgGuqyKW",1
"I totally don't know what to think about #Coronavirus any more. On the one hand Italy, Iran 💀💀💀On the other, my eldest in Hong Kong saying: ""We're a month ahead of you. We've been through the bog-roll shortage stage and the panic stage. But the scaremongering is overdone'""",0
"@DazHarmer Yes we have spoken about this. I think Press has brought awareness. People won’t think straight in this #Pandemic &amp; true thoughts shared are they not being shut down? Hate this Twisted, lying Government. I am scared of all of this &amp; what’s happening to People. All hidden away?",1
fake media puppets spreading lies... anyone surprised? the allegation that 5G causes coronavirus is absurd... however some scientists believe that 5G is a cause of adverse respiratory issues some people are experiencing...  https://t.co/ags7yaX5aN https://t.co/Fdd9eJChEz,1
LETHAL CARE - YOU WOULD ACTUALLY BE BETTER OFF HAVING THE VIRUS THAN THEIR 5G HELP... #China opens first 'intelligent #coronavirus hospital' with #5G robots https://t.co/87Df1YxnJ8 via @MailOnline,1
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson ""No deliberate mishandling of information"". Hang on...
588 violations found regarding classified information, but, fault could not be assigned in 497 of those. So, what does that mean exactly? It's okay to mishandle classified information ""accidentally"" is what I have learned.",0
"""There are currently no confirmed cases in the UK""

Health Secretary Matt Hancock  provides update on coronavirus outbreak and adds anyone in UK who has returned from Wuhan in last fortnight should ""self isolate"" &amp; contact NHS 111

https://t.co/Yigv3p6zA1 https://t.co/sYzXJ6C9Q8",0
"@rowennjohn Boy FYI CoVID-19 is just made by Pharmaceutical companies to gain huge amount of money from the weak people it is called ""Business"" and most of all it was part of elites #Depopulation and the 5G technology are totally dengerous for human consumption....☢️",1
"The real story here is that @YouTube will now only allow @WHO narrative to be aired, despite  the organisation coming under criticism recently
No dissenting opinion
#JoinTheDots
BBC News - Coronavirus: YouTube tightens rules after David Icke 5G interview
https://t.co/Ueq20apIo9",1
Again i believe 5g has nothing to do with Corona but i do believe it’s extremely harmful. Radiation from our phones already are proven to cause cancer and 5g is 20 times more powerful https://t.co/0W54ELyYiN,1
Israeli researchers at the Galilee Research Institute  are close to developing a coronavirus vaccine that could be ready in three weeks.@Praecursator007 https://t.co/w299RfDe5Z,0
"I've ordered The Silver Edge company and Dr. Sherrill Sellman to immediately stop marketing and selling fraudulent treatments and cures for the #coronavirus.
 
I will go after any company that attempts to deceive the public, especially during this public health crisis.",0
Some coronavirus advice I've gleaned from folks who've worked in or studied other epidemics. Please take seriously and pass on to family and friends...,0
This is Michael Bloomberg. Pure globalist and suck up to China’s oppression and their rampant theft of 🇺🇸 IP + export of American 🇺🇸 jobs to 🇨🇳 @robert_spalding @BaldingsWorld @Jkylebass @BenKTallmadge https://t.co/38QWcKHKWZ,0
"#NEW: CDC Director Dr. Robert Redfield on Coronavirus: 

""Right now there is no evidence to me that this [Coronovirus] outbreak is at all under control. It is definitely not controlled. And the sooner we can help them get it under control, the better for the whole world.""",0
"This Virus shit is just a cover up for the  5G towers they putting in your community while your locked in ‼️They emit detrimental amounts of radiation , weakens your immune system &amp; affects your DNA.",1
"Not sure you read that article Sir. Maybe I read it upside down. Because I failed to see the nexus between 5G and #Coronavirus. Sir, have you thrown away your 4G enabled phones yet? It causes blindness. https://t.co/ccSSqz0MuX",1
@ezralevant Finally we know whats the conspiracy behind! Ccp is such a hypocrite!!! Gamble millions of lives to get its 5G position ! #CCPLiedPeopleDied #CCP_is_terrorist #Covid_19,1
"I believe in taking it seriously. I think the prescribed hygiene measures are sensible, effective and proportionate. Closing down the economy and the schools, and confining everyone to their homes, is not. https://t.co/wfi27obvA0",0
CloudMinds Donates Emergency Shipment of #5G #Cloud Robots to Help Combat the Coronavirus Epidemic in Wuhan and Shanghai https://t.co/RMcxxTWBiz,0
"BREAKING: Villa Duchesne and Oak Hill will be closed MONDAY. The St. Louis County woman who tested positive for #COVID19 is the older sister of a student. 
""We are committed to the health and safety of our community,"" a spokesperson said. This is a developing story. #coronavirus",0
"#CoronaOutbreak
This Corona is man made 
W.H.O went to china to check for other diseases  then on January Coronavirus appeard
.
Why U.S remain silence about helping china when they are good on medication 
.
U.S rejected Huawei 5G now they are creating their own 5G https://t.co/FolgLh1Xr3",1
@RABennett1966 @ritholtz @jack @ABC It is a mass deception. The symptoms are from 5G in order to vaccinate with ID2020 on a global scale do some research and wake up,1
"When Chinese leaders ordered Wuhan to ""round up everyone who should be rounded up"" to contain the #coronavirus,  many have noted its chilling echoes to the crackdown on Uyghurs in #Xinjiang 

And now, we're seeing the repercussions of the sweeping roundup

https://t.co/MW9fkWW85I",0
THIS but in American. Idgaf if y’all say it isn’t corona or not bihh I have trust issues. Knock them shits down pornhub loads plenty fast as is. Fuck 5g I wanna leave my house https://t.co/wZNsdZs5f1,1
@CHIZMAGA @WeAreWatchingU3 What we should be concerned with is the fact they’re rolling 5G Technology out in schools across the Country while the kids are all quarantined at home!!,1
That's not the story at all. The 5G is part of a much larger effort by the Chinese government in a much more complex experiment. Coronavirus is a piece of that experiment that went awry. Too much to explain here.,1
"@0ctoberReignz I’ve got a totally different conspiracy hypothesis. We know the length of telomeres is related to cancer and ability to regenerate cells (immortality) cancer is death via immortality, covid19 (vaccine) will end cancer but enables 5G to control genetic instructions.",1
"Coronavirus - via #NEIOH  The virus is manmade, and is meant to decrease population. White Hats are destroying the virus, but it won’t be fully contained until many more die. It is being dispersed in the US as well as other countries.",1
Never before in American history has a person or family been on the receiving end of more coordinated political harassment and retaliation. Frankly it is disgusting and validates exactly why @realDonaldTrump was elected POTUS... it is so transparent and America isn’t fooled.,0
Breaking: Boris Johnson is controversially allowing Huawei into Britain’s new 5G mobile network despite also formally designating it “a high risk vendor”. National Security Council decisions taken this morning.,0
"Ontario has just confirmed its 8th case of #COVID19 in a patient who arrived in Toronto from Egypt on Feb. 20. Egyptian health authorities have denied having cases of the disease. Yesterday, France confirmed two patients who recently travelled to Egypt tested positive.",0
"Scientific fact: There's no reason to believe 5G causes COVID 19. 

Biblical fact: The spirit of the Antichrist is ALREADY at work in this world. (1John 4:3)

Biblical Fact: When the PERSON of the Antichrist is revealed...",1
All people and world governments: FREE OUR CANNABIS!!! - Sign the Petition to help spread awareness and support to push for legalizing what natura intended for all of us!!! https://t.co/4vJTHpiXmE via @Change,0
Many nvr got a response to this pandemic until Pst. Chris aired his 5G view on the subject. Just anybody can criticize but what view is original to you? Most captivating is the intro anyways lk dude wanna prove title to land via traditional history 😂😂😂 https://t.co/pTAKKMD4z2,1
"WHO calls on industry and governments to increase manufacturing of personal protective equipment by 40% to meet rising global demand due to #COVID19

👉🏼 https://t.co/XM7RlcivuV

#coronavirus https://t.co/c5JTXdpQm7",0
"Don’t panic. Doctors/ virologists I’m speaking to say 98% of people will be fine, even if they get Covid-19. They expect it will go around the world, but that most people who get it will be a little sick, then recover. The danger is to vulnerable people. Hospitals/ old age homes.",0
"In Ohio, and around the country, some polling places are literally in nursing homes. ""Elections officials believed that about 75 voting locations around the state would need to move to alternative locations"" https://t.co/Jg6252ZP86",0
It's clear from #COVID19 that every area of the world needs #broadband whether it's #5G #fiber or some other method.  I hope Kenya gets it act together on this with @GoogleLoon https://t.co/RqTfMqLNpt,0
tell me why they just put a 5G tower down the street from me within the last 3 days. that was NOT there before.,1
How y’all mad at a nurse for trynna tell y’all about the 5g towers being put into place while we being “quarantined”,1
WHO &amp; #China have enjoyed a long &amp; productive partnership. WHO is proud to have supported the overseas training of more than 2000 Chinese #HealthWorkers. Grateful for China's commitment to strengthening health systems in other countries through its Belt and Road Initiative. https://t.co/IigqsDsEOI,0
"Wow. NYT reports Trump himself has a financial stake in the French company that makes the brand-name version of hydroxychloroquine.

https://t.co/FM1t2WadgN",1
"@cdnfp @TerryGlavin @rolandparis @nspector4 @nytimes @CliveCHamilton @cburton001 @FredLitwin @raykwong @vshih2 @GordonGChang @David_Mulroney @globeandmail @nvanderklippe @cafreeland @Rory_Medcalf @RalphGoodale @JustinTrudeau @csiscanada @ASIO @FBI @AaronFriedberg @elyratner @FenellaSung1 @washingtonpost @DrBeeZee @MichaelAuslen @Colinfreeze @HonJohnMcCallum @ianjamesyoung70 @CanadaChina @CanadaFP @CSIS @cse_cst @NSAGov @DHSgov @GCHQ @stevenchase @TorontoStar @nationalpost @jmohanmalik @MichaelDanbyMP @TheJusticeDept @WHNSC @PekingMike @PnPCBC @davidakin 11/ However a friend has this to say with regard to #cdnfp and the #CCP: ""As for #China, Freeland's department is 100% sold out to Beijing, notwithstanding the wisdom of two of our former ambassadors."" #diplomacy #cdnpoli",0
"The originators of the China Cables just announced themselves publicly to seek protection from the world. It reaches around the globe, w/ MSS spies &amp; threats in Dubai, diaspora infiltrations in the Netherlands, &amp; family members held as collateral at home: https://t.co/01z95SXwsh",1
"I’m concerned about cell phones. #COVID19 #coronavirus can live on surfaces for &gt; 1 wk. We carry our phones everywhere, touch them constantly. The iPhone debuted in 2007. We’ve never had a pandemic w/ a device in everyone’s pocket. This is especially critical for HCW to remember.",0
Hmmm - just encountered empty pasta and rice shelves at Trader Joes in NYC. Staff says it has been much busier than usual today and they don't have any stocks in the warehouse. #shopping #frenzy #PandemicPrepWeekend https://t.co/q1qKSxdduq,0
Well they officially have 5G towers put up in New Glasgow. Guess it doesnt matter that we got rid of the pulp mill now. Cause here comes the cancer y’all 🤪,1
"On decision making—and key reason why startups can beat incumbents

IF there‘s a chain of command (+ path dependence) requiring serial consent: “Yes” &gt; “yes” &gt; “yes”—
—THEN a single “NO” kills a new idea

BUT if 19 VCs say no, 1 VC saying “yes” launches it.

Bezos nails it here: https://t.co/Fi4cfX9pqu",0
"Listen to Mr Spurs and The match of the day him self. 
'Right up there with Flat Earth': Football pundit Lineker pans conspiracy theory linking 5G technology to coronavirus pandemic — RT Sport News https://t.co/Phyhztul0q",1
Do you think all 5G is the same? Watch @JennySlate put that assumption to the test right here in L.A. Spoiler alert: They're not. There’s 5G. Then there’s Verizon 5G. #5GBuiltRight,0
New post: ZTE helps China Telecom realize China’s first 5G remote diagnosis of new coronavirus pneumonia https://t.co/wA7oAr73r0,0
Good use of tech to get around some of the travel challenges of COVID-19. Session on 5G in healthcare at #IoT20 where the speaker is presenting ‘down the line’ rather than being here in person! https://t.co/Q88A6UXUQm,0
Usually my neighborhood is bustling on a Friday night with people being loud on their way to the bars and clubs on Broadway. Tonight it’s a ghost town. You would never guess it’s #StPatricksDay weekend. #denver #COVIDー19 https://t.co/AP9mosHVg9,0
"Finally - considering the DOJ position against rescission in the Florida victims' case (made on 6/24/19)... 

You have to wonder what the newly unsealed (not yet released) Epstein documents reveal. https://t.co/oLO7BGT38G",0
AYY. IF I SEE ONE OF YOU FUCKERS BRING UP 5G RIGHT NOW WHEN THERE IS A GLOBAL FUCKING PANDEMIC WE WILL FIST FIGHT.,1
"There is someone behind   #coronavirus, someone wants chine to slow down its speed... Am not being paranoiac or conspiracy theorist am being realistic! Who can benefits from china's big loss...?Meanwhile @Huawei's #5G is welcome in UK. 
 @ChinaDaily @RT_com @XHNews @BBCWorld @CNN",0
"I commend @realdonaldtrump for his strong remarks tonight about coronavirus: we’re prepared for the worst, but working overtime to prevent it. Nothing is inevitable.",0
"You asked for a wall. @realDonaldTrump is going to give you 19,495 of them. But they won't be on our land. They wall belongs to Raytheon. And to protect us all from terrorism each will be guarded with the guns of #SpaceForce. 

It's not a country it's a prison yard. #5G",1
"You will enjoy the apocalyptic view of us being accurately tracked by mobile phones as soon as they actually implement 5g and surveillance networks together in the name of tracking corona virus spreading :D

#Snowden #privicy #coronavirus #Surveillance 

https://t.co/GlwTYzltyg",1
"There is a German word for buying large quantities of things in preparation for disasters 'Hamsterkauf', which refers to how hamsters stuff things into their mouth. https://t.co/W3Yt7j7I2d",0
That will push the sale of lemsip up then what do you need to smoke screen a new weapon on the streets 5G is the wuhan hub KORF https://t.co/MyPhCdcUut https://t.co/FDy6HzLcvI,1
"@Apotheosis1974 @TonyBaduy @thereal_truther @ghoppe @mcfunny @SkepticalMutant @regina1775 @gypsyof7 @EmmaGPaley @tnicholsmd @prof_brunt @WendyOrent @RightWingBlack2 @djt10 @doritmi @AuntieDote @BlueLionBlog @viva__lala @toppediatrician @MilanovNina @kenjaques @nocompulsoryvac @DescribeSWC @Vbalance03 @xileenie @Joshua1_5 @GeoffSchuler @dkegel @jkellyca @rugbyrhino16 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @DansMonkeyShack @t3tragrammat0n @fiski70 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp But the truth is not about narrative, it’s about scientific proof and what you guys are ritually chanting is not proof at all, it is literally JUST narrative. It’s like a bark with no bite, it’s just you people shaming but not with facts, but with...you guessed it, Narrative.",0
‘An information black hole’: Exiled Muslim  #Uighurs fear for loved ones back home as China tightens its grip on Xinjiang https://t.co/g4MrujfdSc di @hongkongfp,0
"The government of #Huanggang, one of the hardest-hit cities in the epidemic-stricken Hubei Province, awarded 500 yuan to people who proactively report and seek medical help after finding themselves with fever and cough symptoms. #COVID2019 https://t.co/bNtNUBF7fs",0
"Coronavirus Update.

1. There are 3 cases currently in Canada.
2. Mortality rate of 2.5% is grossly overestimated due to large numbers of asymptomatic infected in China.
3. The current strategy is to stop community transmission before it starts through screening.

#coronoavirus https://t.co/5pG85dvuqt",0
I wasn’t referring specifically to the ‘#5G causes/makes worse  Covid-19’ theories but concerns about the 5G roll-out generally. It seems to me that no-one is expected to criticise #5G at all now or ask ‘Do we really need it?’ https://t.co/sYcWMtf4mX,1
"Reason why I think that 5G radiation might have some traction.. is because the mainstream media either completely avoids it , or talks about it in vague terms",1
"Bernie Bros: The DNC, in cahoots with the 5G COVID-19 cartel, must have kidnapped Bernie and replaced him with a genetically modified evil twin.",1
Don't they realise it's not the 5G mast causing the high rate of covid-19 cases in the area but the EMERGENCY HOSPITAL that those people are being treated in? https://t.co/2N2XSIW1b2,1
"@littlewern “Where can I get a thermometer? Are there any thermometers?” an elderly man asked as he scoured the empty shelves of a Beijing pharmacy. Inside, more than 40 others lined up for surgical masks after hearing that the store had received a fresh shipment.
https://t.co/TM9kzRIcp1",0
So do believe the quarantine is really for a virus when they haven’t done this before or is it to install 5G towers?,1
"Cows in the dairy industry spend their lives in a constant cycle of impregnation. At an average of 4 years of age, exhausted cows are considered ""spent"" and sent to the slaughterhouse.
 
Stop Supporting Animal Cruelty
GoVegan🌱🌍
 
#Vegan #GoVegan #Animals #Antispeciesism #Dairy https://t.co/iL4pmzJ74d",0
"@TerryGlavin @rolandparis @nspector4 @nytimes @CliveCHamilton @cburton001 @FredLitwin @raykwong @vshih2 @GordonGChang @David_Mulroney @globeandmail @nvanderklippe @cafreeland @Rory_Medcalf @RalphGoodale @JustinTrudeau @csiscanada @ASIO @FBI @AaronFriedberg @elyratner @FenellaSung1 @washingtonpost @DrBeeZee @comradewong @MichaelAuslen @Colinfreeze @HonJohnMcCallum @ianjamesyoung70 @CanadaChina @CanadaFP @CSIS @cse_cst @NSAGov @DHSgov @GCHQ @stevenchase @TorontoStar @nationalpost @jmohanmalik @MichaelDanbyMP @TheJusticeDept @WHNSC @PekingMike @S_Rabinovitch @StateDept @just_security @d_jaishankar Post on #Huawei in #Ottawa and #Markham and #Ontaro subsidies from 2014: ""More major (insidious, inscrutable?) investment"" https://t.co/lNAPP1ZQeX #MengWanzhou #5G #telecoms #cybersecurity #cyberespionage #FDI #CSIS #NSA #GAHQ #GCSB @ASDGovAu #smartphones",0
I believe all 7 billion human beings alive today are part of one human family. We are born and die in the same way. And what is most precious in our relations with others is warm-heartedness. It yields the peace of mind and inner strength that are fundamental to a happy community,0
Kamala’s incredible high road answer to Pete + pivoting to the bigger issue of inequality. This is my president! #Kamala2020 #KHive #KamalaHarris #ForThePeople #JusticeIsOnTheBallot  #DemocraticDebate https://t.co/jItd8qb1mg,0
"But can someone tell me how 5G network or radiation can transmit through the droplet of an infected person?  

Cause the last time I checked, exposures to high Eletromagntic radiation can cause heating of the tissues or should I say genetic mutation",1
"Hard to believe, but they really are putting curfew violators in dog cages in the #Philippines - ostensibly to stop the spread of #COVID19. Basically, violating rights &amp; making sure that if any in the group have #Covid_19, they all will get it. Outrageous! https://t.co/W9NoQl72eD https://t.co/5zQSGjMCHa",1
"One this is clear from the #WuhanVirus pandemic. The world cannot be flat. We need to build local capacities if we are to further our national interest.

Look at the Chinese, they are the cause for the disease. But they are using it as a bargaining chip to push 5G tech of Huawei.",1
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen No, Mr. Trumpalump, you needn't worry. The Guard Towers aren't for you. Let's just say, we found a new, more..... 'merican way to keep our Healthcare Professionals from working outside of Canada.",0
Does Huawei’s 5G technology pose a threat to countries’ national security? @kncukier investigates on our latest “Babbage” podcast https://t.co/jmz5h4D2NY,0
"Graph shows the exponential and dangerous growth of corona virus compared to other major viruses such as Ebola and SARS.

#Corona #CoronaVirus #CoronaOutbreak #ChinaVirus https://t.co/QOco1JQDf5",0
"The MSM are ramping up their smears on @davidicke. Perhaps he is on to something - not reptiles, but plans for compulsory vaccinations and widespread human microchipping over the next few years.. https://t.co/V8XFZwHFf5",1
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson Maybe the CopyrightWankers! (USUK) are shutting down Twitter. Too many free things going on. Like, speech.",0
"@NULOOKREFINISH military will be there 4 clean up. Molecular Scientist Mitsunori specializing in Oxygen Physicist Cheif Researcher in Japan
How could the uptake of oxygen to hemoglobin, be impacted by 60GHz? 
Answer is around 13:14
https://t.co/JnizXokNin

Also...",1
"“Chinese medical workers at the forefront of the fight against the coronavirus epidemic are often becoming its victims, in part because of government missteps and logistical hurdles.” The country’s most brave, failed by its bureaucracy. https://t.co/iwwvZkHvar",0
"“By helping countries in Africa and South Asia get ready now, we can save lives and also slow the global circulation of the virus.”",0
"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHOEMRO @WHO_Europe @WHOAFRO The Emergency Committee on the new #coronavirus (2019-nCoV) meets today to ascertain whether the outbreak constitutes a public health emergency of international concern, and what recommendations should be made to manage it https://t.co/Qtsxqkr7xi https://t.co/aC8NYUkS9h",0
#Wuhan's mayor latest comments on the #coronavirus situation have been reported by #China's state broadcaster. Zhou Xianwang said the handling of the #crisis was 'not good enough' and added that he and his deputy will resign over the case https://t.co/Icj9CdFpeu,0
"Whistleblower claims feds not properly prepared to assist with coronavirus evacuees, lacked full protective gear.  https://t.co/PCBW8VRqbu",0
"Gordon G. Chang: America will have to reconsider their relationship with Canada if Telus goes forward with Huawei's 5G.

WATCH: https://t.co/IIMhPBh3W5 | #cdnpoli https://t.co/BNgLIQpcyK",0
"I just updated Canadians on the novel #coronavirus. Today, Ontario indicated that they have identified a second case. Both patients are isolated and are in care. The risk to Canadians remains low. https://t.co/i4l5lKrdrB",0
An important new study of genomics 🧬 of SARS-Cov-2 (virus that causes #COVID19)... notably the authors point out “strong evidence” that the virus “is not the product of genetic engineering”. (Special thanks to @pathogenomenick for vetting study is legit) https://t.co/alsnrj0UNo https://t.co/ozCUq6qZyV,0
"From firms pulling back to event cancellations, as #COVID19 spreads, #5G plans are facing setbacks. Learn more: https://t.co/OU9LZtGIPK #mobility #networkinfrastructure https://t.co/Gd59Pnf8de",0
"ANOTHER weirdo customer, worse this time!

As I was copying some pages for her, she went on a long tirade about how the coronavirus is linked to 5G cell phone reception and how phones cause sterility. She was in disbelief that I didn't believe her.

basically me the whole time: https://t.co/ZuRw4vGZ9T",0
"So a friend sent me this Bats on the new quarter!!!!!Just got change, our newest minted quarter dollars have bats on them, lol? https://t.co/kkqDHrbPms",1
