text,labels
"From a strictly medical perspective this #coronavirus is being hyped up beyond imagination. My belief is that until or unless you know someone personally who has contracted 
 #COVD19 , there is no point to be worried.
DO YOU PERSONALLY KNOW AN INFECTED PERSON WITH #nCoV2019 ?",0
"@TonyBaduy @ubikkgoat @PeterDClack @Samanth71003012 @AtomsksSanakan @D16584667 @3GHtweets @drwaheeduddin @tracemetalclean @NoelTurner194 @DMRDartford @Kenneth72712993 @TinFoilAwards @UreyZen @AOECOIN @RoyPentland @GillesnFio @TheDisproof @fcmfcs2019 @91996340e81d45a @GeoffSchuler @mentalmal1 @flyonthewall182 @MonkeyMyBack @sueytonius @BridgetAshmore @Plasticdoe @PolAnimalAus @MedBennett @glaser_holly @swcrisis @dianeclectica @dan613 @HMS_Indomitable @erlhel @JWildhardt @caerbannog666 @5_cambridge @ATomalty @toddynd @AndrewFleische7 @VWatcher56 @insulrpeninsula @thinks_about_it @Zane1968 @SylviaD32911201 @d_e_mol @PeterJrgen12 @RushhourP So you refuse to answer a question so basic a child who can't read could answer?

Do you acknowledge that the Earth is spherical, or is that something that you can't say either?",0
"We can call this weird if not a bombshell. On Sep 18, 2019, Tianhe Airport in #Wuhan did an ""emergency response drill"", presuming a passenger had #Coronavirus infection...Why on earth out of over 10K disease, they chose #Coronavirus? 
#COVID2019 #CoronavirusOutbreak https://t.co/p0Am8BpmWk",0
"Some people may be missing the significance of increased risk compared to flu. In a population of 100 infected people, the chance of zero deaths from flu (with 0.1% death rate) is 90%. But a death rate of 1% reduces that chance to 37%. A death rate of 3% reduces it to only 5%. https://t.co/H9pweN8twZ",0
"@AdvoBarryRoux The Truth about Corona virus:
Do you remember when the USA made a huge deal about the 5G technology that China wanted to implement? they even reach a brink of war, although there was a trade war and still is of who can provide the fastest Network in technology.",1
"@MyBlueEconomy @luigidimaio @NinaMontiRock @WIRED @guardian @NYTScience @BBCBreaking @TheEconomist @WIREDScience @GiuseppeConteIT @BeppeGrilloM5S The link between #5G and #COVID2019 #coronavirus is requires a nuanced understanding. Take a look into voltage-gated calcium channels, as described by Dr. Martin Pall. Read: https://t.co/lxveNOB7gp  Watch: https://t.co/TM8vneB5tZ https://t.co/7jQbhehRxc",1
"Oh boy.

I'm only 1.5 hours away from the latest Corona virus outbreak here in Italy.

People are not allowed to enter or leave affected areas.

Towns are in lockdown. Schools and shops are shut down.

I've stacked food, supplies, face masks and gloves today.

It's happening 😐",0
Breaking: Palestinian health ministry confirms first seven cases of coronavirus in West Bank,0
@elxsask Exactly. The timing of the recent #5G installation in Wuhan was simultaneous with the inception of the #CoronavirusPandemic #COVIDー19,1
Please be alarm guys they are testing the 5G Towers now. No bacteria is Airborne.  There's no such thing!! #COVIDー19 IS NOT REAL. It's sad celebrities are unnit as well. 60GHZ is too much for some bodies to take. These waves cause respiratory  problems https://t.co/mB92urBEaq,1
"Confirmed -- Google is recommending *all* of its North American employees work from home due to #coronavirus concerns. 

Biggest company to do this so far. 

Parent company Alphabet has more than 100,000 employees most of whom work in the US.",0
1/2 Chinese spokesman: US said its competition with China is a fight with a different civilization &amp; ideology &amp; a competitor that is not Caucasian. It is simply absurd &amp; utterly unacceptable to look at China-US relations from a clash-of-civilizations or even racist perspective. https://t.co/uTfroYwl3s,0
"The heart-melting moment! A man voluntarily left 500 face masks at a police station in east China's Anhui Province, and ran away quickly. Policemen chased after him and gave him a salute in appreciation. #coronavirus https://t.co/zP7UKJcLnr",0
"Apple's highly anticipated 5G iPhone could see a delayed release as a result of the coronavirus, according to BofA https://t.co/F8tfc5pgaJ",0
"“I would not invest in companies focused on 5G until the FCC approves L-Band.” - @THEVinhVuong 

What are L-Band and C-Band, and why do they matter for the 5G trade? Vinh Vuong stopped by #TheWatchList to explain. $VZ, $T, $QCOM, $SWKS, $QRVO, $AVGO, $INTC.",0
"The Dow dropped significantly this morning because of the continuing spread of the coronavirus.

The @realDonaldTrump budget proposes cuts to the Centers for Disease Control and Prevention. 

Retweet if you think cutting @CDCgov is really dumb.

#MondayMorning Thoughts https://t.co/gvuG6km420",0
If the scientists thank this just turn off 5g in New York an see if it stops the virus why not sure wouldn’t stop the use of cell phones wouldn’t help the phone company’s #Coronavirus,1
Everybody scared of the corona virus(really bs btw)😂but y I dnt see nobody tlking bout 5g and all the towers n shit they putting up while everybody locked in the crib scared wake up and build a strong connection with god please #amen,1
"There isn't a shred of evidence linking 5G to Coronavirus.

I'm sure 5G is just awful for many sensitive people but it has nothing to do with this pandemic &amp; suggesting it does only increases the uncertainty and borderline panic people are experiencing rn.

Most ppl will be fine.",0
"This is your daily reminder that you have millions of friends and allies in the EU.

Also, a personal note: today we celebrate my wife's birthday. The pastor to whom I am the ""pastor's wife""—and as fine a person as you will ever meet. Can I have a congrats for @SarahAuken? https://t.co/oJtIy0c6eV",0
I don’t believe 5g caused the corona but I do believe it’s causing all these headaches everyone are having,1
"""The man, who has not been publicly identified, tested positive for coronavirus before he died, but refused to be taken to the hospital, Canepa told CNN. After he passed away, quarantine measures prevented anyone from entering the house and collecting his body.""",0
@ChingoBling Have you seen the 5g map and the corona virus map where they are a near carbon copy of itself? Check this out if you can https://t.co/djutyRmnQc,1
"@Omojuwa can we have live chat between you and @realFFK tomorrow night on Instagram concerning 5G and Corona Virus? 

@OgbeniDipo, can you also please have Instagram live chat with @Symply_Tacha?  

We need to understand dis 5G and Corona virus very well.",1
"Guys we’re living in an alternate universe/reality. Think about it:
*Boris Johnson is Prime Minister 
*Donald Trump is President
*We dying from a virus probably caused by 5G networks
*The whole world is under quarantine
* Niggas are hosting twerk contests on their phones..

WTF!",1
Coronavirus is a distraction from 5g radiation to keep us in the house until they get it under control cus it’s causing cancer https://t.co/1sYhnnqbFc,1
"ZTE and China Telecom built the first 5G telehealth system for remote diagnosis of the deadly coronavirus – which has infected at least 2,700 people https://t.co/8zaQDwz9Bb",0
"@DialogosUNAM @JohnMAckerman For once the whole world finds out, and people everywhere will,
that the worst coronavirus clusters were in those major cities
with the most intense 5G roll-outs and IoT build-outs,
the military deployment of 5G will be terminated
post-haste by the We the People.",1
@HalilajChaz @dailystar They don’t want to stop it that’s why they’re using this virus as a cover-up but when it’s all said and done it’s gonna show watch how fast these people get cured oh we don’t care not easy trying to distract us from voting and paying attention to 5G look around at all the towers,1
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson Did you know that in the US, NBA once stood for No Black Athletes? Yep. Then Canada let the US have basketball and they changed the name. Nothing But Aryans was their first choice, but, the games were boring. Nice of them to keep using the same acronym. Consistency. 👍",0
So Facebook blocked me coz im talking about 5G so its true when i said the 5G has Corona Virus wow guys wake up @IAmSteveHarvey @DJAnkletap @SabbyTheDJ @AmandaDupont @GovernmentZA @MbalulaFikile fuck South Africa and @realDonaldTrump our President is #Bipolar,1
"Sooooo new conspiracy alert! Every time there’s been a pandemic in the last 150 years, it starts with a quantum leap of electrification on the earth. This time ... it was 5G ... and where was the first place covered city to have it ?? Wuhan, China.",1
A spokesperson for Austrian train operator OBB has told Sky News train traffic has resumed in agreement with the Austrian authorities and the suspected cases of COVID-19 have not been confirmed,0
"For a heads up:
Although odd to me; no fatalities between 0-9. However, I could swear I remember seeing footage of them bundling up deceased toddlers, unless it was fake footage possibly; in either case, why would there be no deaths at all under 9?..that’s weird..not one. https://t.co/unp7ryHwi9",0
Coronavirus epidemy in Iran has past the crisis level. The country is imploding - law and order to disappear in the next days. A number of officials already died and mass infection among hospital staff and police forces reported.,0
"@KitOfNowhere @mcgibbond @jwgledhill @neilhwilliams @henrietta_22 @Petie42885201 @FisherQueen13 @CELESTRON1957 @Lomquiche @benpuppypaws @lmmother @petergerald @InTheRuck @JaneMundon @mollyluna11 @Larry680 @nick_williams68 @Xlandphoto @ericagoesforth @heeney77 @chlorophyllbill @FanaticRealist @lin_lee65 @cazzrhughes @Liberal_Isms @amicon_13 Buenas dias a todos! Today I be mainly drinking tea from PG, kept in a £1 tin from the up market store B&amp;M( store walker off duty) in my special Sheep of Destiny mug..... happy days( not raining!)👍😬😎",0
"@SenatorLeahy @marcorubio @StateDept @selectedwisdom @Billbrowder @BuzzFeed @RepEdRoyce @pressfreedom @OPCW “Alexander #Petrov &amp; Ruslan #Boshirov told  Kremlin-backed RT network on Thursday they made a brief trip to #Salisbury because ""our friends had been suggesting for a long time that we visit this wonderful town and mentioned the city's historic cathedral.””
https://t.co/PKjBowKvXu",0
"Zhong Nanshan, a prominent scientist, said caution is needed because there’s not enough evidence to regard 24 days as the longest incubation period for the novel #coronavirus. #COVID19",0
Never before in American history has a person or family been on the receiving end of more coordinated political harassment and retaliation. Frankly it is disgusting and validates exactly why @realDonaldTrump was elected POTUS... it is so transparent and America isn’t fooled.,0
"If we were watching a movie, this would be the THUD moment when the shoe drops and contagion panic sets in.
But this isn't a movie. This is #COVID19 reality. 
And like it or not, this is a #pandemic . https://t.co/DLQU7ijHZz",0
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy Well, the highlight of that match was definiteyl Nigel Owens. He's gotta be Canadian! Did you hear all of the pleases and thank yous?! I knew he had a world record, but I never would have imagined it was for politeness! Brits and Yanks up next! GL, @Simoncowell!",0
Hmmm - just encountered empty pasta and rice shelves at Trader Joes in NYC. Staff says it has been much busier than usual today and they don't have any stocks in the warehouse. #shopping #frenzy #PandemicPrepWeekend https://t.co/q1qKSxdduq,0
"Wiped from the internet, snapshot of the history of pandemics over the last 150 years caused by massive increases in electrosmog, today being #5G estimated to be 3,000x more toxic than earlier wireless tech https://t.co/RqLKIOhlw8 #coronavirus",1
"@Eleanor_Lawrie 

Not so fast on #5G
#Covid_19 =&gt; lack of oxygen may be aggravated by #5G.
5G works at freq 60 GHz; happens to be the resonance freq of oxygen.
O2 molecule in resonance cannot be absorbed by Hemoglobin!
Covid-19 and 5G may work together to suffocate. https://t.co/QeaWoxsAW4",1
@antonioguterres on #coronavirus #CoronavirusPandemic #COVID19 do you get paid to not allow @WHO to research any relation between #5G and the effects on oxygen. I have not seen anyone say or tweet anything at all about the health concerns. There must be billions involved.,1
Everyone should really be looking into the effects of 5G and Coronavirus. We need to wake up America!!,1
"Cows in the dairy industry spend their lives in a constant cycle of impregnation. At an average of 4 years of age, exhausted cows are considered ""spent"" and sent to the slaughterhouse.
 
Stop Supporting Animal Cruelty
GoVegan🌱🌍
 
#Vegan #GoVegan #Animals #Antispeciesism #Dairy https://t.co/iL4pmzJ74d",0
‘An information black hole’: Exiled Muslim  #Uighurs fear for loved ones back home as China tightens its grip on Xinjiang https://t.co/g4MrujfdSc di @hongkongfp,0
Can someone please explain to me why China would engineer a virus that targets mostly Asian men?,0
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson I might change my previous choice of racistland from Australia to the Arctic. Nevermind. As I am typing this, I am realizing that the Arctic is a little too close to Canada for my liking. OMGoal people! The Arctic pretty much is Canada! Research! But, you won't. 👍",0
@JamesRider3 @RustyAway @Andrewemcameron @AanthanurDC @Article3S @IngersolRobert @ILuvCO2 @OpenTechPark @FChecker76 @AgtRigor @OscarsWild1 @doom37455413 @_42________ @glinch72 @SpurglyD @craigthomler @FeynmanFreaky @Jamz129 @Ozwino @ElectroPig @equi_noctis @Zerilos @Bitakarma @DisorderDipolar @BlknWhtKat @janineyve @follz1 @ItsTheAtmospher @dhaessel0 @HuntinHippy @KarlRobinson02 @desenviron @piersmorgan @GMB @CraigKellyMP @murpharoo @zalisteggall @drkerrynphelps @PeterWSinclair @Lauratobin1 @susannareid100 @hughriminton @MarkFerguson_7 @lenoretaylor Since Antarctica hasn't been around as Antarctica since the beginning of geological time I can safely say that it hasn't been happening.,0
"I'm predicting a few more to go down with ""coronavirus"" in parliment. I just checked the 5G map. westminster and surround areas are bathed in 5G from all 4 networks. https://t.co/WXI48d1V3S",0
"Scotland starts #COVID19 surveillance testing of patients with flu-like symptoms. 41 GP practices will submit samples from pts with no travel history

Sensible step making use of existing system recording influenza to early capture community transmission

https://t.co/vQ1uDPiQWC",0
"@cdnfp @TerryGlavin @rolandparis @nspector4 @nytimes @CliveCHamilton @cburton001 @FredLitwin @raykwong @vshih2 @GordonGChang @David_Mulroney @globeandmail @nvanderklippe @cafreeland @Rory_Medcalf @RalphGoodale @JustinTrudeau @csiscanada @ASIO @FBI @AaronFriedberg @elyratner @FenellaSung1 @washingtonpost @DrBeeZee @MichaelAuslen @Colinfreeze @HonJohnMcCallum @ianjamesyoung70 @CanadaChina @CanadaFP @CSIS @cse_cst @NSAGov @DHSgov @GCHQ @stevenchase @TorontoStar @nationalpost @jmohanmalik @MichaelDanbyMP @TheJusticeDept @WHNSC @PekingMike @PnPCBC @davidakin 11/ However a friend has this to say with regard to #cdnfp and the #CCP: ""As for #China, Freeland's department is 100% sold out to Beijing, notwithstanding the wisdom of two of our former ambassadors."" #diplomacy #cdnpoli",0
The disturbing issue about 5G is not that it causes corona virus but the negative effect of weakening the immunity of people at a time when we all need to boost our immune system to it's optimum level. https://t.co/GX4FH1Go9V,1
"I wonder if you could kindly DM me the journal refs of the reputable sources to which you refer that medically &amp; scientifically prove there are no links between #5G &amp; #COVID19
Thank you in anticipation of your help.

""No, 5G isn't causing coronavirus 🤔""  https://t.co/rINlVSxBlD",1
Strategy Analytics will be discussing the impact of the Covid-19 on the wireless sector ecosystem #semiconductor #5G #smartphone #supplychain #network #infrastructure https://t.co/ai7Jg6bvx5,0
Taiwan’s government has upgraded the bureaucratic rank of its Central Epidemic Command Center from level 2 to level 1. https://t.co/TPmgkV7GYv,0
@RPCovit @HitNRun80373739 @HEAVENSARMY4 @DuriavigRobert @Lauramo92212760 @AdamHenderly @Standingfreedo1 @GregoryJHall1 @Michaelcraddo16 @JSonet1 @LynnStueber @us_poll @MISTERLAV1 @NeecieH6111 @dianne1h @Fairbanks357 @RedDragonFly19 @liltilgerlil @Lynnielee5 @Canadiancovfefe @AnonymousAda @Sandy_Beach3001 @Rebashoenfelt1 @robin_ked @Kintu3 @Culexpip @DavidHu86480982 @GorgeousGordon5 @RazorBuckeye @DBstoopid @hollylandes @CraigARuch @pina_insurance @tyedyetweety @ROYALMRBADNEWS @JSWDH1 @isawthat9 @CanadaPatriotBC @MatthewStover7 @blacktulip966 @Reprobate24 @Drevmar @MichaelQDelane1 @LiberalsSmell1 @UghToHillary @StarEHope @TribeEphraim @TammyRedmond @45HarisonHarold @tanksmom2000 AL-BAGHDADI was a ruthless murderer. He is no longer a ruthless murderer. He blew himself to pieces. He also killed his children and attempted to take out great AMERICAN SOLDIERS. He whimpered and cried like THE COWARD HE WAS ALL ALONG. It is a GREAT DAY FOR THE WORLD.,0
"The 60GHZ wavelength of #5G, first Chinese city rolling-out 5G fully is in Wuhan btw, mimics the #Coronavirus symptoms. - The BEST NEWS re CΟRΟNΑ VΙrus you've heard all month! Kinda. https://t.co/tLETg84Dpq via @YouTube",1
There are questions about whether ongoing disruptions caused by coronavirus could cause problems for — or even delay — the 5G iPhone release that many are counting on to provide a big boost to Apple https://t.co/2hgKyQJYfc,0
"“Even if you’re just one person, you can make a difference” – How a community group in Tramore came up with a creative way of tackling the problem of marine litter. (Tap to expand) https://t.co/DpYZDbjFmb",0
"5G Could Boost IT Spending in 2020, But Slowing PC Sales and Coronavirus Disruption Will Inhibit Overall Growth, According to IDC Black Books https://t.co/D6lZe4MfHE",0
"Very detailed #covid19 reporting from South Korean health officials. They have tested, or are awaiting results on, almost 20,000 individuals; demonstrating a significant diagnostic capability. They appear to have a current testing capacity of more than 3,000 cases a day. https://t.co/iH9yRRFPtF",0
"‼️‼️‼️‼️‼️‼️‼️  Did the 5G rollout in Wuhan damage the innate cellular defense cells of the population, putting the people at risk of complications and death from coronavirus?

https://t.co/tymif1afFc https://t.co/jFUwUtoFjl",1
A month ago I said to the husband it's probably the world's leaders and governments wanting to reduce the world population so we have coronavirus. He laughed at me. Now he's one of those silly people believing that 5G is the cause of it. #5GCoronavirus,1
"11th-hour plea to try to force #Huawei out of #UK #5G network by 2023
BUT if they build it - they can hack it!
Have you not seen #DieHard4 #BorisJohnson @BorisJohnson and all you Members of #Parliament ? #R4today #Channel4news #wato #COVID19
https://t.co/WtCtE109ra",0
"Hong Kong records at least eight positive test results on coronavirus infection, potentially raising tally to 35 cases, as officials appeal for calm over fears of food shortage | South China Morning Post https://t.co/QNr9m258rU",0
"If you enjoy the stimulant effect from caffeine but experience jitters and other side effects, consider drinking your coffee ☕️ with l-theanine.

The combination is synergistic and is beneficial for improving performance on cognitively demanding tasks. 

https://t.co/rZ9JtBBryM",0
@sallyKP They don’t have many 5G towers down there and therefore few CoVid cases or deaths ...so they gotta get it to them somehow !,1
"My kid's school is reporting a parent has tested positive and they are waiting on results on the kids. I think that's our cue to keep our kids home going forward. I know it's not possible for all, I get it, but for those waiting for the govt to tell you to keep them home, don't.",0
"Here is a perspective worth investigating further. @nsitharaman @PMOIndia @NITIAayog . 5G proliferation a reason for #covid ? The leaders in 5G - Italy, south korea, Japan, china, us , uk and germany😊

Before it is shut down, please watch this 
https://t.co/Ny0qnljbcO",1
"What Order out of chaos means to our leaders and their inner circles is a way of getting power and keeping it. That is, if you can create just the right problem or chaos you will necessarily get an outcry for the kind of solution or ""Order"" that they wished to have all along.",0
"Commerce Secretary Wilbur Ross leaves CNBC hosts dumbfounded after he tells them that American families won't be bothered by tariffs on $200b of Chinese goods because ""it's spread over thousands and thousands of products"" so ""nobody will actually notice"" that prices went up. https://t.co/VXgCZ9EQFr",0
"Interesting indeed 
WATCH: Debate raging on link between 5G technology, coronavirus pandemic https://t.co/0O317CGrnt",1
I’ve been reading a few posts from ppl I know about how the #CoronavirusOutbreak is because of 5G trials and Wuhan was the place that first rolled this out and therefore is seen to be used as a biologocal warfare weapon... 😬 #coronavirus,1
"5G is the issue of the corona virus 
If my video is removed then you know its true share cause people need to wake up. #5g #stop5g #coronavirus https://t.co/v5pQrjNWlo",1
"There are several measures that you can adopt to protect yourself from getting #coronavirus 

One of them is to frequently clean your hands by using an alcohol-based hand rub or wash your hands with soap and water 🧼 🙌

#COVID19 https://t.co/8PJyKvpzBg",0
"This 5G network will improve technology and make things more better, but dealing with corona virus which isn't the primary pandemic life claiming infection, but radiation from the 5G network makes it more complex for the world.",1
"@cdnfp @TerryGlavin @rolandparis @nspector4 @nytimes @CliveCHamilton @cburton001 @FredLitwin @raykwong @vshih2 @GordonGChang @David_Mulroney @globeandmail @nvanderklippe @cafreeland @Rory_Medcalf @RalphGoodale @JustinTrudeau @csiscanada @ASIO @FBI @AaronFriedberg @elyratner @FenellaSung1 @washingtonpost @DrBeeZee @MichaelAuslen @Colinfreeze @HonJohnMcCallum @ianjamesyoung70 @CanadaChina @CanadaFP @CSIS @cse_cst @NSAGov @DHSgov @GCHQ @stevenchase @TorontoStar @nationalpost @jmohanmalik @MichaelDanbyMP @TheJusticeDept @WHNSC @PekingMike @PnPCBC @dfat @ewong @foreignoffice @scoopercooper 6/ #elxn43--Liberal minister #MaryNg in #China in July, smiley smile promoting Canadian ice cream company whilst #Kovrig and #Spavor held hostage https://t.co/ZxqKmDCeRi #PeterHarder #compradors #cdnfp #foreigninfluence",0
Christians: STOP the NWO and their 5G tech creating COVID-19 induced by radiation - Sign the Petition! https://t.co/ot6u4hMdNo via @Change,1
"Wonder what’s the relationship between 5G and Corona?. Please study! Having seen many videos linking the Covid numbers and 5G activation, I am now concluding that 5G countries are more susceptible to Covid",1
"""This is one of the most bone chillings videos I have ever heard.   It also brings to mind Hell. Although, Hell is one thousand times worse."" - Nick C

Screams heard at night from city that's on lockdown for the ""coronavirus"" - 27 second video

https://t.co/uw9yEx9NKd",0
"My talk last night with Mark Steele and David DuByne about the truth behind the Coronavirus pandemic, 5G and what to do to help yourself. Please support the show https://t.co/dDGyZOo3dD",1
"California has a second untraceable case. Santa Clara County, seperated by 90 miles from the case in Solano County that was revealed on Wednesday. Alongside the world, the United States is entering an epidemic. It’s not coming. It’s here. https://t.co/noOdMK7yxB",0
"Beijing took actions, such as pressuring countries to keep borders open, that inevitably led to the fast spread of #COVID19. Why is the world not angry at #China? #CoronaOutbreak @WeTheBrandon https://t.co/MaIkP0JFdj",0
"Is there some correlation between #Coronavirus #Covid19 and #5G 

Fact Wuhan &amp; China is the most saturated geographical area with 5G radiation - The rest of the World is now installing 5G. Just saying. https://t.co/6djs7SBVQN",1
"1-Johns Hopkins University Coronavirus Briefing
2-Acting Homeland Security Secretary on President's 2021 Budget Request
3-Hearing on 5G Supply Chain &amp; Wireless Technologies
https://t.co/kLTTyxx4CU",0
I just saw a post relating coronavirus to the rollout of 5G my how much the education system has gone downhill,0
china-coronavirus-robots-04 CloudMinds has donated and shipped various 5G Cloud Robots to hospitals in Wuhan and Shanghai to aid the fight against the coronavirus. https://t.co/z3enIuRxIx,0
"Things are getting serious now.

Britain have now declared the #Coronavirus is a ""serious and imminent threat to public health""

Medical staff have been given emergency powers to detain people suspected with the virus.

Police on standby to enforce quarantine😯",0
"Social media and tech companies beware - Censoring 5G Health Warnings is Tantamount to Complicity in Genocide.

https://t.co/gkNLlOYb88 

#CoronaVirus #5G #Genocide",1
"don’t get 
BREAKING NEWS: 5G causes Corona Virus 
But you’re hell bent on someone who uploads videos of themselves eating 20 lbs of crab legs to keep you informed",1
Opposition to #Huawei’s inclusion in #British #5G networks can only muster 36 votes against the govt. and it happened while #WuhanVirus is raging. Neither British nor most of the political establishment across the West is sleep walking through the unfolding #Chinese nightmares! https://t.co/CFTZF5qHC9,0
"This is your daily reminder that you have millions of friends and allies in the EU.

Also, your opponents are awful, I know. But remember what you are fighting FOR: peace, democracy, security, the international rule of law, fair taxation, the environment. Let that inspire you. https://t.co/vyJJ6XSJWS",0
So nobody else peeped how when they started promoting 5G allllll of a sudden thousands of people dying from the NEW THREAD of the Corona virus 🦠🥴,1
The 5G waves have encircled the sun and are about to unleash Covid-20 to finish what it started and bring an end to mankind https://t.co/ZGap4qR1XU,1
"1/3 Thanks #GoC &amp; #PHAC teams; @CanadianForces; @redcrosscanada; #Ontario, @CityofCornwall &amp; @NAVCentre for substantial efforts in supporting repatriated Canadians from the #DiamondPrincess during their quarantine. #COVID19",0
"Maduro just banned all flights coming from Europe and Colombia for 1 month.

Also all 'large gatherings' (ie. protests) are banned too, most likely will extend to churches and whatnot.

Still 'no cases' here.",0
"@DailyMailUK Here we go. 

Intro of #WuhanCoronavirusOutbreak in the #UK 

#Communist #China #CCP 's blood money can't save you. Keep sucking #Huawei #5G Boris. Told you to shut down flight route from China 2 months ago. Now the citizens pay for the price. 

#WuhanCoronavirus
#COVIDー19",0
"Propaganda news must carry on with the false fake news
Like Coronavirus which is a Frequency Energy weapon of 5G network highest Deaths in Italy and Spain Why because these are the testing Site countries that have the largest network installed in Cities and Hospitals  Sickness https://t.co/vGtEH81Ejp",1
"@HerbsandDirt @classytraveler1 @CasparKashkin @bobglomorrison It’s pneumonia and 5G, Wuhan were about to protest about the air pollution and how it kills 300,00 people a year with pneumatic, plus 5G switched on killing people, how do you cover both up?",1
5G footprint across the globe MIRRORS the hot spots of the Covid19 outbreak. 5G is the virus folks! Causing dry cough &amp; organ failure in those sensitive to radiation. Vaccines will do global mind control via nano particles! Economic collapse will force masses in! #FakePandemic https://t.co/gI6V4ZHR0e,1
"Corona Virus in New York...you mean 5G towers being prepared to put up...I've seen them...the sheeple will never understand...until they see dead birds around them...LA already hooked on it...because they too Hollywood. That's why there's no more school year, for them.",1
"Wie ist die Lage zu #Corona eigentlich in Afrika?
""By Tuesday, the WHO had recorded 99 confirmed Covid-19 cases in nine African countries."" - von Leuten, die in Europa gereist waren.
https://t.co/SqnqzbguEH",0
Coronavirus Is Caused By 5G – Keri Hilson Says And Claims That’s Why It’s Not Affecting ‘Africa like that’ https://t.co/G8eh2gCbk0,1
"Are 5G and Coronavirus connected? Is @BillGates behind it all? It's good to practice healthy skepticism but this resonates with my inner conspiracy theorist.

https://t.co/O9wWT0uCbr",1
I heard about 5G like 10months ago &amp; how several scientists had declared it unsafe... but It was being rolled out anyway. Honestly didn’t believe it at first when people said corona is 5G.... I just knew there was a bigger picture. The media &amp; GOV are both known to lie to us.,1
"With today's report of a total of 304 deaths (up 45 in the past day), the Wuhan coronavirus mortality curve appears to have peaked. https://t.co/0P6dFC8lIh",0
"Cutting 2020F 5G smartphone volume – #China #Internet Sector Update
The Internet team folds all the latest around Covid-19 and this unprecedented environment into assumptions for #5G #smartphones. They outline their preferred picks in the space.

#AletheiaCapital https://t.co/2bEDq8XtFm",0
"Without Huawei millions of Chinese would've succumbed to the coronavirus. 
Remember this when discussing 5G providers in YOUR country!
Do you want to live or do you want to die?! 
🙃 https://t.co/I9RmLQJVNP",0
"CORONAVIRUS UPDATE: CHINA EASTERN AIRLINES' A350 DEPARTED FOR ROME, ITALY FROM SHANGHAI, BRINGING 9 CHINESE MEDICAL EXPERTS AND 31 TONS OF MEDICAL SUPPLIES, INCLUDING PLASMA OF RECOVERED CORONAVIRUS PATIENTS, TO HELP ITALY FIGHT AGAINST THE VIRUS - GT",0
Keri Hilson is on Twitter saying radiation from 5G wireless networks caused the Coronavirus pandemic. https://t.co/U33ZKXL4OK,1
"EXCLUSIVE: 5G robots disinfect China’s coronavirus cities while being controlled on phones 1,000s of miles away
https://t.co/IC1vJGFjhq",0
Me when my khala sent me a 2h video on how covid actually is a benign virus but the recent developments happening with 5G and the satellite's radiations have manipulated our RNA and made us vulnerable to an attack and spread. https://t.co/D4it5U0wGV,1
"“我的事都是小事，但照样能压死人”
“When can healthy people in rural Hubei go to work? My story is simple. I just want to earn a salary, so that I can save money to buy a flat &amp; eat out at weekends. All my things are small things but they can crush you too. Stay home = no income”. https://t.co/PGYLApGjXR",0
"I visited our military’s specialist chemical group today to thank them for their role in our continuing fight against #COVID19. Their efforts, equipment, and expertise are impressive, but I’m most grateful for their determination to protect the health of the people of #Taiwan. https://t.co/G5WS3pVjJ7",0
@Cindy00086290 @AnJillOfLight @ready_pen @LavenderLives @paulacblades001 Not suspect at all.  Why in the world would this particular pic be included in article for him and this painting. https://t.co/dD3JhqTrkq,0
"The government of #Huanggang, one of the hardest-hit cities in the epidemic-stricken Hubei Province, awarded 500 yuan to people who proactively report and seek medical help after finding themselves with fever and cough symptoms. #COVID2019 https://t.co/bNtNUBF7fs",0
"the people in china are already chopping down #5G masts like ikea is chopping down trees 😮 they are probably not at all impressed by their new technology. or they were looking for trees, but only found 5G masts 😂 the video was already on twitter. but it seems that... 1/2",1
Also: can you believe that Congress is still congregating? The U.S. will be the next country to have double-digit percentages of their representatives locked away in the ICUs and quarantines. https://t.co/ddKxJGHLsP,0
"We don’t need more empathy in the world. We need more compassion.

Empathy is feeling the pain and suffering of others.

Compassion is acting to relieve the pain and suffering of others.

#SundayMotivation",0
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson Twitter says I have a notification again. Uh-huh. Sure I do, Twitter.
Darn Skynet can't even take down Twitter. Hurry, please, Tonga!",0
"I am NOT looking forward to what these ""strict edicts"" are. I imagine I'm going to scream a bit.

And although it pains me to say this: Trump is right when he says people should not panic. #COVID19",0
